image_id,mask_id,nuclei,density,R_mean,G_mean,B_mean,R_std,G_std,B_std
2-358.png,2-358.png,14,0.000213623046875,194.63121757705218,166.55721696673788,198.56026853829724,29.137985920613612,39.4612734600368,33.60382526761383
3-1580.png,3-1580.png,28,0.00042724609375,182.35306682941714,145.05843759536162,178.8928898382667,27.3959289772775,37.71060202915661,39.39521201145249
3-2089.png,3-2089.png,4,6.103515625e-05,157.51403722917303,104.56728715288374,177.7985962770827,37.938382998930386,51.546191819713265,37.44324592918487
1-2025.png,1-2025.png,10,0.000152587890625,224.6377784559048,187.39502593835826,217.13747329874886,12.358210699357075,21.29967771237015,22.99474916033824
1-2031.png,1-2031.png,20,0.00030517578125,225.34787915776624,188.3815990234971,207.9871833994507,17.31390365040613,31.576381040515756,31.693727445417807
1-1538.png,1-1538.png,9,0.0001373291015625,164.84879462923405,130.2773878547452,193.60344827586206,26.584849437855404,33.42803589653331,29.07152996404832
2-2089.png,2-2089.png,12,0.00018310546875,171.51251144339335,138.52654867256638,186.82438205675922,37.73969165510504,49.78799098643068,42.844448412866356
2-1580.png,2-1580.png,25,0.0003814697265625,182.22322245956667,122.12999694842844,156.77815074763504,23.846864289825984,35.52978275629878,39.303361964351126
2-364.png,2-364.png,21,0.0003204345703125,197.6957583155325,171.33918217882209,199.1339639914556,29.68873037591395,38.78520184963601,36.522027120641035
1-1276.png,1-1276.png,27,0.0004119873046875,159.4787915776625,105.88190418065304,141.43133963991457,36.315173336622244,44.000899153426545,49.750616410320895
1-2019.png,1-2019.png,0,0.0,236.60268538297223,223.30973451327435,234.93744278303328,13.80418771698186,28.263940929598654,13.530581956581628
1-1510.png,1-1510.png,17,0.0002593994140625,218.8716814159292,178.0302105584376,221.59826060421116,25.088646875127388,41.297878915456295,27.90520053122096
3-611.png,3-611.png,19,0.0002899169921875,188.20720170888006,162.3245346353372,198.70781202319193,45.694195569121085,57.28662591852372,52.66743714103858
2-402.png,2-402.png,22,0.000335693359375,188.79615501983523,160.17821177906623,187.45712541959108,29.42398299981091,37.89219053104586,34.72827178525525
1-1504.png,1-1504.png,37,0.0005645751953125,213.51220628623742,167.84208117180347,203.90738480317364,25.675896906427862,40.300957284825905,37.33944120880369
3-605.png,3-605.png,4,6.103515625e-05,198.59215746109246,177.27815074763504,222.73024107415318,29.95277749390284,37.325882891042625,25.98215117674045
2-416.png,2-416.png,33,0.0005035400390625,185.51632590784254,157.46566981995727,182.62084223375038,33.66572368213381,44.173270326845305,41.3353929157492
2-72.png,2-72.png,22,0.000335693359375,186.59581934696368,162.1188587122368,198.25495880378395,34.50291838512132,44.64822052595313,41.96724270734932
3-163.png,3-163.png,30,0.000457763671875,170.3462007934086,137.42966127555692,176.7429050961245,46.62556337421934,61.17161718589456,57.644451496972216
2-99.png,2-99.png,21,0.0003204345703125,177.17866951480013,147.4508696978944,197.7165090021361,32.2736378304276,41.25997845861112,43.13339740361954
3-188.png,3-188.png,8,0.0001220703125,216.84650595056453,204.58193469636862,225.98077509917607,32.665128458009356,45.030184331466536,29.852233934280818
3-1225.png,3-1225.png,19,0.0002899169921875,173.80088495575222,135.24794018919744,177.43133963991457,29.093346642642782,36.47487984222168,35.88181955384445
2-1557.png,2-1557.png,20,0.00030517578125,188.87763198046994,156.92004882514496,195.06393042416843,32.56076655411303,52.25720133027999,39.768333199586586
